symbol,name,CMP Rs.,P/E,Mar Cap Rs.Cr.,Div Yld %,NP Qtr Rs.Cr.,Qtr Profit Var %,Sales Qtr Rs.Cr.,Qtr Sales Var %,ROCE %
539724,Hypersoft Tech.,212.85,439.50,1797.55,0.00,2.64,,38.28,,
INSECTICID,Insecticid.India,616.10,12.94,1792.72,0.32,11.71,-15.69,426.26,18.76,15.81
540718,Aayush Art,1168.95,226.86,1789.92,0.00,7.53,382.69,168.63,257.34,18.86
SAKAR,Sakar Healthcare,802.20,49.46,1784.89,0.00,10.28,120.13,72.97,38.36,12.67
STUDDS,Studds Accessor.,450.60,21.46,1773.26,0.00,21.10,6.08,167.54,11.88,22.74
HINDWAREAP,Hindware Home In,211.90,1322.74,1772.47,0.00,-18.82,-139.01,662.73,-5.19,7.02
WINDLAS,Windlas Biotech,857.95,26.65,1770.49,0.73,16.02,-1.66,238.50,17.66,15.90
KRSNAA,Krsnaa Diagnost.,544.80,17.21,1767.26,0.50,43.38,105.89,173.02,-0.93,12.70
SHALBY,Shalby,163.10,47.12,1761.64,0.00,18.46,266.24,287.45,8.52,6.48
DISAQ,Disa India,12110.00,31.32,1761.04,1.65,13.18,-15.84,90.81,-16.17,26.63
JAICORPLTD,Jai Corp,100.33,10.31,1760.84,0.50,20.79,-11.25,120.62,-10.90,13.27
KOTIC,Kothari Indl,163.00,,1760.75,0.00,-31.98,-145.62,44.52,68.51,-28.92
JINDRILL,Jindal Drilling,605.10,8.21,1753.58,0.17,45.38,-32.23,262.87,7.29,15.40
504092,Indokem,628.25,936.94,1752.08,0.00,0.34,-90.81,45.50,-16.41,6.29
SOLARWORLD,Solarworld Ene.,201.93,14.53,1750.18,0.00,49.06,419.70,591.81,235.47,23.80
5PAISA,5paisa Capital,373.10,39.57,1749.18,0.00,11.57,0.17,88.33,13.70,9.93
KODYTECH,Kody Technolab,1223.00,104.30,1748.09,0.00,12.28,65.50,48.60,52.93,16.77
JAYBARMARU,Jay Bharat Maru.,161.36,12.67,1746.72,0.43,78.86,302.35,766.01,25.44,16.44
505504,GHV Infra,241.55,41.20,1740.97,0.00,19.84,41.92,213.60,29.49,45.97
NITTAGELA,Nitta Gelatin,1909.00,17.70,1733.37,0.37,34.10,104.57,161.73,25.24,27.70
BFINVEST,BF Investment,460.05,6.14,1732.55,2.17,114.24,3530.63,37.44,41.44,4.86
538992,Sar Auto Prod.,3632.90,2583.55,1730.98,0.00,0.20,157.14,6.08,164.35,2.14
ACCELYA,Accelya Solution,1158.90,16.56,1729.80,7.77,21.38,-29.32,136.05,-0.47,53.61
ASIANENE,Asian Energy,355.70,29.96,1729.76,0.28,32.65,50.57,338.23,56.99,16.51
TBZ,T B Z,258.89,8.54,1727.59,0.87,67.64,612.75,829.69,56.74,21.36
IPL,India Pesticides,149.98,14.41,1727.22,0.50,30.62,40.65,266.49,28.59,16.67
HITECH,Hi-Tech Pipes,84.79,22.61,1722.15,0.03,17.60,-0.17,1480.36,101.76,9.77
524717,Titan Biotech,415.95,57.50,1718.64,0.10,6.73,66.17,48.83,38.84,22.76
SKMEGGPROD,SKM Egg Prod.,324.75,16.48,1710.13,0.23,32.79,414.65,186.65,58.93,30.00
MTNL,M T N L,27.11,,1707.93,0.00,-306.95,62.92,370.51,34.53,-2.25
GOCOLORS,Go Fashion (I),324.15,28.81,1704.90,0.00,7.95,-60.03,196.12,-4.24,10.58
MBEL,M & B Engineer.,296.30,18.11,1693.30,0.00,27.00,-5.33,363.71,15.96,22.96
TIL,TIL,211.39,,1693.05,0.00,-9.97,-144.98,108.84,7.21,2.90
SPMLINFRA,SPML Infra,199.39,22.65,1691.70,0.00,27.18,126.31,290.51,53.68,6.76
YATRA,Yatra Online,107.67,33.58,1689.52,0.00,8.20,-46.12,189.01,-13.68,7.24
DELTACORP,Delta Corp,62.99,18.86,1686.69,1.98,16.45,-28.81,161.25,-11.72,5.02
MONOLITH,Monolithisch Ind,774.75,73.12,1684.00,0.00,8.11,80.62,40.65,34.87,34.79
544563,Zelio E-Mobility,795.45,60.02,1682.38,0.00,16.21,80.92,170.22,75.65,38.41
544150,KP Green Engg.,333.75,12.29,1668.75,0.12,77.44,66.47,713.50,65.06,36.69
543953,Khazanchi Jewell,673.40,18.64,1666.46,0.07,25.59,104.07,507.85,-18.35,34.79
TARSONS,Tarsons Products,312.75,110.49,1664.03,0.00,4.18,-60.59,120.93,7.31,4.56
SIGNPOST,Signpost India,309.40,23.62,1653.74,0.16,21.01,2183.70,161.92,46.08,25.13
IZMO,IZMO,1104.50,34.75,1652.62,0.00,17.30,151.09,109.16,82.51,12.58
ASALCBR,Assoc.Alcohols,821.45,19.93,1649.41,0.24,17.92,-24.26,280.86,5.31,17.98
GARUDA,Garuda Cons,174.69,13.26,1625.35,0.01,34.42,90.80,149.05,84.15,41.81
539895,Spice LoungeFood,23.29,167.55,1623.60,0.00,4.96,236.26,47.02,35.27,6.42
DANISH,Danish Power,823.75,23.17,1622.10,0.00,41.17,9.23,309.84,18.61,23.75
BLUSPRING,Bluspring Enter.,108.42,,1620.24,0.00,3.82,136.51,864.80,7.90,5.14
SUMMITSEC,Summit Securitie,1482.80,15.45,1616.52,0.00,-23.24,-400.86,11.43,16.51,1.52
WENDT,Wendt India,8074.50,95.27,1614.90,0.37,6.18,63.49,71.28,36.63,7.82
MOTISONS,Motisons Jewel,14.17,25.21,1611.85,0.00,8.30,-23.52,137.47,15.76,17.86
NINSYS,NINtec Systems,866.60,50.29,1609.80,0.00,8.74,18.91,46.37,22.51,54.95
WALCHANNAG,Walchan. Inds.,237.10,,1608.54,0.00,2.94,104.03,93.02,75.24,4.17
DLINKINDIA,D-Link India,452.20,18.04,1605.53,5.75,27.61,0.66,443.71,20.00,25.89
537392,Keto Motors,227.65,,1603.44,0.00,0.07,800.00,2.13,,-0.30
OMAXE,Omaxe,87.66,,1603.31,0.00,-191.42,-28.98,348.52,-35.61,-109.77
VINYAS,Vinyas Innovativ,1272.75,51.89,1601.72,0.00,21.53,73.49,302.39,22.36,18.70
UEL,Ujaas Energy,119.98,588.42,1600.51,0.00,0.42,40.00,5.64,-27.41,3.89
AURUM,Aurum Proptech,221.25,1696.43,1594.64,0.00,45.18,100.53,111.84,70.90,1.84
511144,Axis Solution,336.25,54.68,1589.13,0.15,15.72,10.47,116.47,18.14,23.07
ASIANTILES,Asian Granito,53.47,75.96,1585.25,0.00,-32.67,-739.21,538.50,4.61,3.12
MMWL,Media Matrix,13.99,270.89,1584.71,0.00,2.08,805.00,300.67,10.63,9.78
MOBIKWIK,One Mobikwik,201.02,,1582.97,0.00,4.38,114.40,288.71,7.82,-2.24
IKIO,IKIO Tech,204.82,38.21,1582.86,0.00,17.53,804.70,165.35,47.25,9.49
DSSL,Dynacons Sys.,1240.60,18.64,1580.16,0.04,19.13,5.28,402.12,21.63,29.73
SMCGLOBAL,SMC Global Sec.,75.46,15.53,1580.13,1.59,21.46,465.15,516.94,22.65,11.38
VOEPL,Virtuoso Optoel.,484.05,99.83,1576.34,0.00,5.47,122.36,331.30,38.15,9.73
538668,Meghna Infracon,724.20,291.88,1573.23,0.01,1.77,-48.98,18.48,52.48,31.33
IVALUE,Ivalue Infosolut,287.70,15.40,1571.72,0.00,42.65,10.37,272.60,4.60,25.12
FRONTSP,Frontier Springs,1328.80,25.61,1570.05,0.05,16.59,42.28,82.54,17.78,50.92
MCLOUD,Magellanic Cloud,26.61,13.57,1567.51,0.11,30.27,32.06,205.55,31.47,19.79
GTLINFRA,GTL Infra.,1.22,,1562.71,0.00,1185.58,94.92,330.36,-1.98,
ARFIN,Arfin India,91.99,114.12,1552.08,0.12,5.71,957.41,191.70,24.99,13.97
BLIL,Balmer Law. Inv.,69.88,8.70,1551.15,6.15,84.68,12.17,746.32,22.15,16.91
VIDHIING,Vidhi Specialty,310.55,31.56,1551.04,1.61,13.29,10.38,122.68,12.01,18.76
RACLGEAR,RACL Geartech,1315.50,33.19,1550.72,0.11,11.59,76.16,129.76,28.36,16.62
PNBGILTS,PNB Gilts,85.51,15.20,1539.27,1.17,80.70,-49.61,454.56,-19.30,6.14
NAVKARCORP,Navkar Corporat.,102.15,38.47,1537.55,0.00,12.28,401.22,190.75,37.77,3.06
INFOBEAN,InfoBeans Tech.,157.33,17.96,1525.71,0.16,21.62,-7.29,152.77,36.58,29.18
SHANTIGOLD,Shanti Gold,211.29,10.87,1523.32,0.00,51.93,465.07,658.93,121.65,33.49
SDBL,Som Distilleries,72.89,106.00,1515.39,0.00,-56.69,-292.98,180.81,-46.66,5.68
OBSCP,OBSC Perfection,585.05,55.98,1512.10,0.00,8.66,70.14,71.52,77.38,19.52
544291,Rajesh Power,839.30,10.95,1511.36,0.12,79.48,32.19,990.12,30.45,48.56
DIGITIDE,Digitide Solutio,101.22,147.54,1509.30,0.00,-5.01,-118.68,799.95,9.21,10.86
DOLPHIN,Dolphin Offshore,376.95,20.94,1507.97,0.00,14.81,30.71,42.85,160.64,14.92
506373,Citurgia Biochem,114.10,,1507.21,0.00,-0.26,-116.67,0.00,,
CNL,Creative Newtech,987.00,21.09,1482.15,0.05,17.79,29.57,740.81,83.17,18.75
539730,Fredun Pharma,895.20,44.58,1480.49,0.03,11.07,56.58,213.05,27.26,21.49
TTKHLTCARE,TTK Healthcare,1047.20,21.55,1479.73,0.95,21.76,-6.44,217.98,14.51,8.04
DIFFNKG,Diffusion Eng,395.35,29.09,1479.65,0.38,15.97,22.81,141.57,38.08,16.42
STEELXIND,Steel Exchange,11.57,46.42,1475.77,0.00,15.03,46.92,269.71,-10.10,9.76
AMRUTANJAN,Amrutanjan Healt,509.00,22.81,1471.55,0.90,16.19,45.26,149.77,10.60,24.82
GPTINFRA,GPT Infraproject,116.41,15.08,1471.01,2.58,29.78,31.52,414.68,8.91,21.40
GALAPREC,Gala Precis. Eng,1146.30,40.39,1469.12,0.00,12.23,21.39,94.56,25.56,15.60
ASTEC,Astec Lifescienc,659.10,,1468.66,0.00,-7.75,51.77,158.62,32.70,-5.44
WAAREEINDO,Indosolar,352.65,8.82,1467.15,0.00,36.62,-68.64,68.36,-64.89,123.80
DOLLAR,Dollar Industrie,258.00,13.95,1463.28,1.16,31.41,10.13,602.44,12.28,13.64
JAGSNPHARM,Jagsonpal Pharma,221.61,32.73,1461.06,1.13,8.76,29.97,64.20,9.63,22.73
SESHAPAPER,Seshasayee Paper,230.23,17.59,1452.02,0.87,26.05,-3.77,591.84,17.81,5.60
SHRIRAMPPS,Shriram Properti,85.02,14.39,1450.90,0.00,78.53,64.36,640.88,57.18,8.04
513307,Belding India,999.45,,1447.09,0.00,-4.65,,0.03,,0.53
ALLTIME,All Time Plastic,220.87,37.26,1446.87,0.00,9.40,-2.89,145.75,-1.69,11.57
QUADFUTURE,Quadrant Future,361.05,,1444.20,0.00,1.14,-27.85,56.56,-3.27,-15.85
UGROCAP,Ugro Capital,92.77,8.24,1440.61,0.00,51.11,,606.57,,
AEROENTER,Aeroflex Enter.,127.30,22.24,1440.58,0.24,25.67,120.59,199.58,24.09,12.58
WEL,Wonder Electric.,107.24,157.75,1437.10,0.28,7.18,-38.26,252.22,-19.17,9.87
IGARASHI,Igarashi Motors,456.10,118.15,1435.58,0.29,1.59,-48.04,225.97,19.26,4.58
TEXINFRA,Texmaco Infrast.,112.42,131.06,1432.53,0.13,0.69,-46.02,4.37,31.23,1.45
GODAVARIB,Godavari Bioref.,278.90,42.44,1427.30,0.00,52.88,-30.03,564.10,-2.66,6.55
IFGLEXPOR,IFGL Refractori.,197.67,38.81,1424.78,1.09,14.28,72.24,482.97,7.68,4.92
GNRL,Guj.Nat.Resour.,92.53,143.52,1419.43,0.00,1.05,166.04,11.20,158.66,7.25
ONEPOINT,One Point One,53.98,36.14,1419.33,0.00,10.27,18.08,96.20,43.48,10.88
DPEL,Divine Power,565.80,52.88,1412.52,0.00,18.88,,346.47,,
ONIDA,Onida Electronics,38.18,,1410.34,0.00,-47.36,-1382.86,143.81,-28.35,-16.44
KAPSTON,Kapston Services,460.70,50.04,1402.01,0.00,7.52,24.50,218.20,18.02,14.95
CLSEL,Chamanlal Setia,279.80,12.12,1391.32,0.89,38.27,55.89,428.37,16.50,18.32
IGPL,I G Petrochems,451.55,637.86,1390.54,1.11,28.07,48.05,524.27,9.20,3.11
FINOPB,Fino Payments,167.06,24.88,1390.25,0.00,7.10,-65.04,64.10,21.45,4.53
524632,Shukra Pharma.,31.72,62.99,1388.95,0.03,-1.73,-132.10,6.30,-52.52,36.91
PAUSHAKLTD,Paushak,562.45,41.55,1386.83,0.44,12.51,30.31,55.14,5.31,8.30
MOL,Meghmani Organi.,54.46,48.19,1385.00,0.00,8.03,-59.49,474.34,-14.30,6.67
AYMSYNTEX,AYM Syntex,234.49,209.95,1377.26,0.00,9.03,344.83,365.77,1.43,5.35
PUNJABCHEM,Punjab Chemicals,1121.60,21.03,1375.08,0.27,10.98,15.34,208.56,3.10,18.55
PASHUPATI,Pashupati Cotsp.,87.09,132.30,1374.63,0.06,1.62,-77.47,160.28,25.74,10.07
BHARATSE,Bharat Seats,218.14,31.62,1369.92,0.69,13.25,16.33,574.28,46.16,20.19
JAGRAN,Jagran Prakashan,62.85,6.95,1367.96,11.14,6.06,207.47,472.10,-1.85,12.77
ICEMAKE,ICE Make Refrig.,865.70,125.44,1366.05,0.26,9.72,-15.62,253.59,41.98,10.77
DCW,DCW,46.23,28.33,1364.50,0.22,18.08,60.57,609.06,13.23,9.69
BUTTERFLY,Butterfly Gan Ap,761.90,32.58,1362.28,0.00,11.44,26.69,218.17,16.56,16.81
RUBYMILLS,Ruby Mills,407.35,31.26,1362.18,0.43,11.07,-30.86,123.38,51.28,6.80
530927,Haryana Fin. Co.,65.50,162.31,1360.16,0.00,-0.29,-293.33,0.11,57.14,3.76
KALAMANDIR,Sai Silks,88.43,9.93,1356.22,1.70,25.64,-14.68,375.08,-1.04,14.41
ZSARACOM,Saraswati Commer,12364.50,14.68,1355.06,0.00,-16.31,28.93,-16.48,37.17,10.86
DHANBANK,Dhanlaxmi Bank,34.29,13.17,1353.42,0.00,43.49,50.07,443.05,26.36,5.81
505036,Auto.Corp.of Goa,2222.20,18.74,1353.01,1.24,21.32,26.60,270.64,24.80,29.61
BOROSCI,Borosil Scienti.,152.09,33.59,1352.80,0.00,27.25,213.84,143.17,10.57,12.08
UDS,Updater Services,201.19,15.09,1347.03,0.00,27.37,-18.58,742.82,4.77,9.98
544826,Millworks Technologies,764.30,36.28,1346.30,0.00,,,,,80.99
MACPOWER,Macpower CNC,1344.50,39.71,1345.06,0.11,10.15,10.93,100.29,25.35,29.11
MANAKCOAT,Manaksia Coated,126.02,32.95,1343.80,0.04,14.10,0.64,262.14,4.94,19.86
IMPAL,India Motor Part,1076.10,15.38,1342.97,3.07,33.46,28.15,210.72,11.58,4.53
INDOBORAX,Indo Borax & Ch.,416.10,36.78,1335.26,2.40,14.53,35.84,63.01,25.72,15.37
FAZE3Q,Faze Three,546.95,39.62,1330.13,0.00,19.60,12.45,277.18,31.65,9.18
KROSS,Kross Ltd,206.13,23.00,1329.73,0.00,13.31,24.39,184.34,32.28,16.43
CAPITALSFB,Capital Small,292.00,8.81,1327.58,1.71,41.30,29.02,288.18,16.63,7.07
509438,Benares Hotels,10200.00,30.13,1326.00,0.25,8.25,8.84,33.89,35.51,29.83
BHARATWIRE,Bharat Wire,193.31,18.30,1325.81,0.00,16.46,-20.10,141.48,-17.66,12.32
SPIC,S P I C,64.94,6.25,1322.44,3.08,29.49,51.46,584.15,-22.56,17.50
KABRAEXTRU,Kabra Extrusion,376.80,,1317.78,0.66,6.90,76.81,120.15,-13.90,0.06
SURAKSHA,Suraksha Diagno.,252.95,40.93,1317.38,0.20,6.16,-15.02,81.41,25.07,16.97
PRECAM,Precision Camshf,138.65,53.43,1316.98,0.72,10.06,-39.97,201.01,5.56,7.28
BHAGYANGR,Bhagyanagar Ind,410.90,26.20,1314.67,0.00,18.49,303.71,734.53,61.83,20.71
ATULAUTO,Atul Auto,473.40,30.39,1313.75,0.00,18.32,106.85,240.58,13.94,11.38
GPTHEALTH,GPT Healthcare,159.64,30.40,1309.92,1.57,14.57,13.03,126.37,24.63,19.94
JYOTISTRUC,Jyoti Structures,10.97,23.37,1309.44,0.00,18.14,52.05,234.36,42.25,2.25
ASIANHOTNR,Asian Hotels (N),306.65,482.42,1307.35,0.00,31.31,564.07,102.91,12.46,3.45
RUPA,Rupa & Co,163.19,16.93,1297.76,1.84,36.21,25.53,441.50,6.26,9.55
508929,Avishkar Infra,578.65,,1296.37,0.00,-1.06,-135.58,0.00,-100.00,2.34
DEN,Den Networks,27.16,8.74,1296.14,0.00,34.59,-32.29,242.77,0.62,5.58
NIITLTD,NIIT,94.62,92.19,1294.80,1.06,7.52,60.07,95.65,13.71,2.23
TCC,TCC Concept,271.95,20.50,1292.53,0.00,30.98,70.89,83.87,160.38,5.65
PNGSREVA,PNGS Reva Diamo.,405.95,19.90,1286.80,0.00,21.41,350.74,138.13,138.94,22.00
ELECTHERM,Electrotherm(I),1008.20,,1284.73,0.00,13.63,-88.22,1139.99,-1.82,0.45
ROTO,Roto Pumps,68.08,51.82,1282.94,1.18,5.73,-55.48,81.30,2.92,14.81
GCSL,Gretex Corporate,531.00,55.61,1282.86,0.13,7.19,128.42,34.82,-41.84,16.67
RATNAVEER,Ratnaveer Precis,178.61,18.87,1275.75,0.00,18.24,22.01,314.64,18.90,12.29
FERMENTA,Fermenta Biotec.,432.05,20.21,1271.57,0.87,18.60,-62.93,121.58,-13.06,20.57
RGL,Renaiss. Global,118.11,12.71,1268.13,0.00,30.22,28.98,773.41,50.35,8.00
539469,Panorama Studios,48.60,80.80,1266.20,0.12,7.16,-70.43,64.83,-69.50,8.70
SULA,Sula Vineyards,149.79,46.71,1264.94,1.34,8.60,-33.31,134.91,7.32,7.55
INDORAMA,Indo Rama Synth.,48.43,8.27,1264.57,0.00,64.13,25.57,1201.68,0.27,17.94
UNIHEALTH,Unihealth Hosp,792.70,49.16,1260.39,0.00,17.09,18.98,65.32,17.06,24.48
OAL,Oriental Aromat.,373.00,379.24,1255.28,0.13,3.99,180.99,282.37,11.54,4.47
CENTENKA,Century Enka,574.20,12.16,1254.63,1.92,39.91,458.03,483.53,8.90,9.01
ALLDIGI,Alldigi Tech,822.75,13.60,1253.73,7.29,18.12,21.69,150.28,4.43,27.89
RIR,RIR Power Electr,157.51,175.78,1253.34,0.13,1.39,-42.80,23.95,-9.49,7.93
PLATIND,Platinum Industr,227.82,23.90,1251.30,0.00,14.85,166.43,132.01,36.78,15.74
SHREEPUSHK,Sh.Pushkar Chem.,386.85,17.85,1250.98,0.52,12.87,-22.19,218.17,-0.56,12.97
UTSSAV,Utssav CZ Gold,517.00,21.14,1248.45,0.00,29.64,95.13,679.49,87.81,28.82
ANDREWYU,Andrew Yule & Co,25.49,,1246.34,0.00,-30.51,-2751.40,92.72,-5.86,-6.25
STLNETWORK,STL Networks,25.51,,1245.16,0.00,-46.89,-122.42,203.08,12.38,0.61
MAHASTEEL,Mahamaya Steel,757.35,136.78,1244.66,0.00,4.07,-24.77,263.12,11.41,8.40
GENESYS,Genesys Intl.,297.70,34.41,1244.10,0.00,12.72,-34.78,104.22,10.68,8.23
EXPLEOSOL,Expleo Solutions,801.55,9.20,1243.98,6.24,41.67,66.03,286.28,11.92,24.77
542669,BMW Industries,55.14,15.30,1241.13,0.78,33.02,88.20,209.50,33.32,12.35
533315,Innovassynth Technologies,133.25,,1237.37,0.00,11.95,6125.00,50.83,,-24.87
SYNCOMF,Syncom Formul.,13.09,16.19,1230.46,0.00,24.57,40.48,134.00,-9.74,26.84
AWHCL,Antony Waste han,433.40,16.31,1230.24,0.00,36.90,48.90,285.77,17.77,11.16
BLKASHYAP,B.L.Kashyap,54.56,90.37,1230.00,0.00,-12.52,591.26,363.71,23.64,13.03
EKC,Everest Kanto,108.76,8.30,1220.37,0.64,45.70,149.61,358.20,-15.14,11.56
ANDHRAPAP,Andhra Paper,61.33,,1219.55,0.82,7.72,-1.66,527.05,29.38,0.04
GULPOLY,Gulshan Polyols,195.12,11.34,1216.97,0.15,37.54,434.76,550.82,6.98,18.31
544458,Shree Refrigerat,339.15,56.39,1214.03,0.00,19.96,343.56,103.16,116.00,13.90
543787,Macfos,1171.65,47.32,1213.65,0.00,9.85,101.43,102.11,63.40,33.76
HARIOMPIPE,Hariom Pipe,391.80,16.00,1213.30,0.16,30.18,75.06,507.27,26.91,15.82
DOLATALGO,Dolat Algotech,68.76,9.39,1210.18,0.36,46.81,17.75,125.89,10.52,18.13
ALLCARGO,Allcargo Logist.,8.06,241.44,1207.21,13.65,20.00,-66.67,514.00,0.19,2.05
515043,Saint-Gob. Sekur,131.95,29.35,1202.20,1.89,13.11,31.10,66.20,22.89,23.96
MENONBE,Menon Bearings,213.77,27.27,1197.97,0.94,14.11,67.38,91.79,36.57,25.50
APEX,Apex Frozen Food,381.00,30.65,1190.63,0.52,7.79,297.45,167.82,-14.95,10.45
LAXMIDENTL,Laxmi Dental,216.44,35.57,1189.60,0.00,10.10,149.50,73.95,21.89,14.86
TAALTECH,TAAL Tech,3816.10,21.07,1189.23,1.70,17.16,41.35,57.04,27.63,32.73
ACCENTMIC,Accent Microcell,494.95,27.07,1187.34,0.20,25.79,55.36,209.67,51.34,24.88
ORIENTTECH,Orient Tech.,258.78,47.26,1185.37,0.63,-4.99,,184.07,,
QLINE,Q-Line Biotech,505.75,20.89,1179.82,0.00,34.41,147.29,197.94,-8.59,22.46
GREENPOWER,Orient Green,10.03,21.99,1176.55,0.00,23.95,-20.14,81.43,-6.81,7.19
SAFEENTP,Safe Enterprises,252.15,18.19,1175.13,0.00,30.61,40.94,106.04,31.64,47.03
EXCELINDUS,Excel Industries,932.15,15.49,1171.78,1.48,12.28,-1.05,281.24,13.48,6.06
ANDHRSUGAR,Andhra Sugars,86.33,11.74,1170.08,1.16,5.92,-14.19,637.41,27.39,8.48
NELCAST,Nelcast,134.47,24.14,1169.91,0.52,15.27,12.78,368.18,11.65,11.43
VIVIDEL,Vivid Electromech,1315.00,36.97,1168.75,0.00,22.16,41.69,129.57,27.96,58.63
SRM,SRM Contractors,507.60,10.49,1164.65,0.00,54.10,124.67,445.75,95.87,37.14
LINCOLN,Lincoln Pharma.,580.00,13.22,1161.72,0.31,11.63,0.43,187.28,11.36,16.27
AKCAPIT,A.K.Capital Serv,1759.50,10.52,1161.27,3.41,33.20,25.00,148.57,13.13,9.33
WANBURY,Wanbury,331.90,16.64,1159.64,0.00,21.70,24.14,164.58,-4.31,30.78
RAJRILTD,Raj Rayon Inds.,20.84,34.09,1158.88,0.00,14.03,4.39,294.82,43.22,13.60
514330,One Global Serv,589.60,16.58,1152.26,0.00,18.19,68.58,133.81,141.27,87.02
CENTRUM,Centrum Capital,23.66,,1151.84,0.00,-31.27,-573.32,1029.69,-7.75,7.45
539300,Sunrakshakk Inds,371.45,32.93,1151.75,0.00,12.10,87.89,197.59,92.32,29.25
SEPC,SEPC,6.01,21.13,1150.93,0.00,13.73,40.72,273.83,132.45,5.03
MANALIPETC,Manali Petrochem,66.77,16.18,1148.44,0.75,29.04,11.78,292.66,27.04,7.24
GYFTR,GYFTR,149.51,52.65,1148.36,0.00,6.17,130.19,302.48,1992.87,6.77
UNITECH,Unitech,4.38,,1145.94,0.00,-565.67,-42.30,130.22,29.17,
TAC,TAC Infosec,540.65,50.52,1136.78,0.00,10.79,37.44,27.78,53.48,38.14
ARIHANTSUP,Arihant Super.,262.60,24.67,1135.74,0.57,11.91,5.68,180.80,18.50,10.55
526775,Valiant Commun.,966.90,46.75,1130.51,0.10,8.14,92.89,24.24,50.37,39.73
543928,Cosmic CRF,1226.75,22.34,1129.38,0.00,26.06,127.60,412.15,77.46,13.60
SHREDIGCEM,Sh. Digvijay Cem,76.16,62.45,1126.52,1.97,6.83,-50.47,337.27,72.12,6.40
507753,TGV Sraac,104.60,8.48,1120.16,0.96,27.99,28.87,511.11,4.99,12.67
VHL,Vardhman Hold.,3503.30,5.17,1117.55,0.14,53.62,-23.10,0.33,-85.00,6.28
DAMCAPITAL,Dam Capital Advi,157.88,15.39,1115.99,0.63,0.26,-96.93,29.23,-20.05,35.64
MONTECARLO,Monte Carlo Fas.,537.10,9.97,1113.52,3.72,5.04,149.03,280.30,36.11,13.90
514448,Jyoti Resins,927.15,15.90,1112.58,0.97,20.08,1.52,92.94,18.23,36.53
RSL,Rajputana Stain.,132.72,22.26,1109.11,0.00,13.10,58.40,254.91,2.82,25.22
ULTRAMAR,Ultramarine Pig.,379.50,16.01,1108.14,1.58,12.39,-13.04,179.68,-1.24,10.09
GHCLTEXTIL,GHCL Textiles,115.82,17.34,1107.07,0.52,27.66,94.79,363.69,28.24,5.75
HITECHGEAR,The Hi-Tech Gear,588.05,52.73,1106.33,0.85,8.11,-16.56,228.62,6.39,6.92
GAUDIUMIVF,Gaudium IVF,151.90,45.15,1105.63,0.00,8.36,29.41,30.35,12.74,29.27
JINDALPHOT,Jindal Photo,1076.10,,1103.90,0.00,-5.66,-119.37,0.46,-14.81,-1.38
RIIL,Rel. Indl. Infra,729.55,90.82,1101.62,0.48,2.84,-8.39,8.64,-30.66,3.01
INDPRUD,Indl.& Prud.Inv.,6570.00,17.28,1101.03,1.83,17.49,7.17,0.45,-19.64,7.72
3BBLACKBIO,3B Blackbio,1278.10,18.72,1096.95,0.31,9.81,13.81,35.43,57.47,25.48
BAJAJHCARE,Bajaj Healthcare,323.35,19.34,1088.48,0.31,13.70,14.13,165.63,11.28,11.47
JPOLYINVST,Jindal Poly Inve,1029.10,1.26,1081.58,0.00,35.16,-47.25,47.28,503.83,63.41
CREST,Crest Ventures,377.70,22.95,1074.55,0.26,8.55,8.02,31.98,-32.76,5.67
GRPLTD,GRP,2007.50,156.30,1070.67,0.17,4.20,140.00,156.83,26.73,6.94
ARROWGREEN,Arrow Greentech,708.90,22.59,1069.58,0.56,7.44,-35.31,41.78,-27.07,30.45
MWL,Mangalam World.,36.00,20.61,1069.22,0.08,12.02,17.69,316.22,14.68,17.70
MADRASFERT,Madras Fertilize,66.35,12.28,1068.91,0.00,20.89,153.30,699.21,26.09,14.82
AMNPLST,Amines & Plast.,194.27,29.26,1068.87,0.26,15.35,19.83,155.14,-6.44,16.73
HMAAGRO,HMA Agro Inds.,21.34,6.49,1068.64,1.41,8.23,-39.71,1579.10,5.30,15.99
AVTNPL,AVT Natural Prod,70.02,16.45,1066.40,1.14,22.02,53.34,226.49,44.43,14.22
JARO,Jaro Institute,475.70,24.12,1059.40,1.05,21.33,17.26,72.79,-1.79,22.09
BCLIND,BCL Industries,35.74,9.17,1054.91,0.73,26.05,-8.55,582.16,-19.45,13.87
GANDHITUBE,Gandhi Spl. Tube,868.00,18.18,1054.79,1.73,9.36,-22.93,47.21,8.95,28.44
AVADHSUGAR,Avadh Sugar,525.35,16.78,1051.67,1.90,55.61,-23.23,670.61,-1.20,6.83
530845,Sunshield Chem.,1195.25,35.51,1051.20,0.25,10.66,85.71,109.67,-0.58,19.90
IRMENERGY,IRM Energy,254.55,19.64,1045.17,0.59,12.76,190.66,279.67,4.41,8.63
ALICON,Alicon Cast.,636.35,26.63,1044.37,0.86,7.94,-15.80,494.93,16.58,10.04
SALASAR,Salasar Techno,5.97,60.60,1043.53,0.00,-13.67,-40.02,444.65,-8.00,8.13
MASTERTR,Master Trust,84.71,8.26,1042.07,0.00,36.06,46.88,180.61,48.07,23.85
TNPL,T N Newsprint,149.75,4.18,1036.43,2.00,240.30,986.35,1271.54,-4.88,6.40
ETL,Emkay Tools,970.00,17.63,1035.12,0.26,34.36,39.96,82.48,31.74,70.68
